decision_id,item_id,item_type,domain,decision_status,evidence_level,source_artifact,strata,sample_size_warning,causal_availability,leakage_risk,decision_rationale,next_allowed_action
DEC-WCT-HUM-004,WCT-HUM-004,thesis,HUM,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"dewpoint trend sign, month, CP","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-HUM-005,WCT-HUM-005,thesis,HUM,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"NW + high Td flag, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-HUM-006,WCT-HUM-006,thesis,HUM,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"saturation flag, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-HUM-007,WCT-HUM-007,thesis,HUM,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"rate of Td decline, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-HUM-008,WCT-HUM-008,thesis,HUM,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"southerly Td level, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-HUM-009,WCT-HUM-009,thesis,HUM,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"Td trend direction, month, CP","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-HUM-010,WCT-HUM-010,thesis,HUM,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, Td seasonality","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-HUM-011,WCT-HUM-011,thesis,HUM,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"dewpoint rise rate, post-foehn hours, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-HUM-012,WCT-HUM-012,thesis,HUM,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"dew flag, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-001,WCT-TIMING-001,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"month, regime, q90 table","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-002,WCT-TIMING-002,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"month, median tmax_hour distribution","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-003,WCT-TIMING-003,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"regime, month, tmax_hour distribution","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-004,WCT-TIMING-004,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"month, regime, sample size","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-005,WCT-TIMING-005,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"month, regime, peak timing prior","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-006,WCT-TIMING-006,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"clearing time, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-007,WCT-TIMING-007,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"tmax_hour bucket, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-008,WCT-TIMING-008,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"month, tmax_hour vs tmax_int","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-009,WCT-TIMING-009,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"warming rate by CP, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-010,WCT-TIMING-010,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"CP, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-011,WCT-TIMING-011,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"sea breeze flag, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-012,WCT-TIMING-012,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"double peak frequency, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-013,WCT-TIMING-013,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"month, regime) − CP_hour is a direct runway measure that is more interpretable than H2's original implementation","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-014,WCT-TIMING-014,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"month, tmax_hour distribution shape","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-015,WCT-TIMING-015,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"extreme late tmax count, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-016,WCT-TIMING-016,thesis,TIMING,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,"morning predictors, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-017,WCT-TIMING-017,thesis,TIMING,REJECTED,E0_registry_gap,reports/onda2e/domain_timing_norms_by_month_regime.csv,registry detail outside quick-reference table,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-TIMING-018,WCT-TIMING-018,thesis,TIMING,REJECTED,E0_registry_gap,reports/onda2e/domain_timing_norms_by_month_regime.csv,registry detail outside quick-reference table,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-001,WCT-SPIKE-001,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"month, regime, q90 threshold","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-002,WCT-SPIKE-002,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"month, q90 by month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-003,WCT-SPIKE-003,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"regime, month, q90 by regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-004,WCT-SPIKE-004,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"mechanism type, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-005,WCT-SPIKE-005,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"compound morning signal, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-006,WCT-SPIKE-006,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"month, regime, late event rate","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-007,WCT-SPIKE-007,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"heteroskedasticity, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-008,WCT-SPIKE-008,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"clearing rate, clearing start hour, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-009,WCT-SPIKE-009,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"clearing time, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-010,WCT-SPIKE-010,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"mechanism, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-011,WCT-SPIKE-011,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"late event subgroup error, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-012,WCT-SPIKE-012,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"month, sunset hour, late event feasibility","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-013,WCT-SPIKE-013,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"probability model, month, regime","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-014,WCT-SPIKE-014,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"transition type, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-015,WCT-SPIKE-015,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,month × regime × CP,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-016,WCT-SPIKE-016,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"settled-at-CP false confident days, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-017,WCT-SPIKE-017,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"CP, regime, late event definition","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-SPIKE-018,WCT-SPIKE-018,thesis,SPIKE,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,"Tmax variance, late event flag, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CP-001,WCT-CP-001,thesis,CP,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"CP step, feature maturation, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CP-002,WCT-CP-002,thesis,CP,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"CP, feature_id, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CP-003,WCT-CP-003,thesis,CP,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, CP stability","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CP-004,WCT-CP-004,thesis,CP,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"G4 flag, feature_id, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CP-005,WCT-CP-005,thesis,CP,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"CP step, feature effect size, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CP-006,WCT-CP-006,thesis,CP,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, sunrise time, obs count","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CP-007,WCT-CP-007,thesis,CP,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"near-boundary test, feature_id","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-CP-008,WCT-CP-008,thesis,CP,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"month, MAE vs CP","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-DQ-001,WCT-DQ-001,thesis,DQ,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"feature sensitivity to rounding, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-DQ-002,WCT-DQ-002,thesis,DQ,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"boundary direction values, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-DQ-003,WCT-DQ-003,thesis,DQ,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"precip threshold, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-DQ-004,WCT-DQ-004,thesis,DQ,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"hour of gap, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-DQ-005,WCT-DQ-005,thesis,DQ,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"DST transition date, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-DQ-006,WCT-DQ-006,thesis,DQ,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"calm flag, subsequent wind direction, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-DQ-007,WCT-DQ-007,thesis,DQ,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"day_complete audit, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
